policy_num,base_policy,day_claimed,week_claimed,month_claimed,deductible,days_policy_claim,past_num_claims,address_change_claim,agent_type,rep_num,is_fraud,age,sex,age_group,num_cars,vehicle_age,vehicle_category,vehicle_price,make,accident_area,fault,witness_present,police_report_filed
168,collision,monday,2,oct,400,more than 30,none,no change,external,12,0,27,female,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
169,all perils,wednesday,2,jul,400,more than 30,2 to 4,4 to 8 years,external,6,0,42,male,36 to 40,2 vehicles,> 7 years,utility,more than 69000,nissan,rural,policy holder,no,no
170,liability,monday,4,may,400,more than 30,2 to 4,no change,external,7,0,57,male,51 to 65,1 vehicle,> 7 years,sport,20000 to 29000,honda,urban,policy holder,no,no
171,all perils,wednesday,5,mar,400,more than 30,none,no change,external,2,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
172,liability,monday,3,mar,400,more than 30,2 to 4,no change,external,7,0,29,male,31 to 35,1 vehicle,7 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
173,collision,tuesday,4,feb,400,more than 30,none,no change,external,2,0,36,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,vw,urban,policy holder,no,no
174,liability,monday,2,feb,400,more than 30,2 to 4,no change,external,2,0,28,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,toyota,urban,policy holder,no,no
175,all perils,tuesday,2,feb,400,more than 30,1,no change,external,14,0,32,female,31 to 35,1 vehicle,6 years,sedan,less than 20000,honda,urban,policy holder,no,no
176,all perils,thursday,2,feb,400,more than 30,none,no change,external,1,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
177,all perils,wednesday,2,feb,400,more than 30,2 to 4,no change,external,1,0,37,male,36 to 40,1 vehicle,> 7 years,sedan,30000 to 39000,saab,urban,policy holder,no,no
178,liability,wednesday,1,feb,400,more than 30,more than 4,no change,external,16,0,26,female,31 to 35,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
179,all perils,wednesday,3,jan,400,more than 30,1,no change,external,5,0,53,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
180,all perils,tuesday,3,jan,400,more than 30,1,no change,external,12,0,53,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,mercury,rural,third party,no,no
181,all perils,tuesday,3,jan,400,more than 30,2 to 4,no change,external,8,0,74,male,over 65,1 vehicle,> 7 years,sedan,less than 20000,ford,urban,policy holder,no,no
182,collision,thursday,4,jul,400,more than 30,1,no change,external,3,0,50,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
183,all perils,friday,2,jun,400,more than 30,none,1 year,external,3,0,27,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,urban,third party,no,no
184,all perils,tuesday,1,feb,400,more than 30,more than 4,no change,external,7,0,48,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
185,all perils,tuesday,1,jan,400,more than 30,none,no change,external,2,0,55,female,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,chevrolet,urban,third party,no,no
186,all perils,wednesday,1,jan,400,more than 30,none,no change,external,10,0,48,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
187,liability,wednesday,2,jan,400,more than 30,2 to 4,no change,external,8,0,39,male,16 to 17,1 vehicle,<= 1 year,sport,more than 69000,honda,urban,third party,no,no
188,liability,friday,2,jan,400,more than 30,1,no change,external,10,0,54,male,41 to 50,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,third party,no,no
189,liability,monday,1,jan,400,more than 30,more than 4,no change,external,14,0,36,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
190,all perils,monday,1,jan,400,more than 30,2 to 4,4 to 8 years,external,10,1,43,male,36 to 40,2 vehicles,> 7 years,sedan,30000 to 39000,mazda,urban,policy holder,no,no
191,collision,tuesday,1,jan,400,more than 30,none,no change,external,1,0,41,male,36 to 40,1 vehicle,> 7 years,sedan,30000 to 39000,mazda,urban,policy holder,no,no
192,all perils,wednesday,4,feb,400,more than 30,2 to 4,no change,external,6,0,48,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
193,all perils,monday,2,jan,400,more than 30,none,no change,external,14,1,26,male,31 to 35,1 vehicle,6 years,utility,more than 69000,chevrolet,urban,policy holder,no,no
194,all perils,monday,3,feb,400,more than 30,none,no change,external,1,0,43,female,36 to 40,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
195,collision,monday,1,jan,400,more than 30,none,no change,external,13,1,39,male,36 to 40,1 vehicle,> 7 years,sport,more than 69000,honda,urban,policy holder,no,no
196,collision,wednesday,2,feb,400,more than 30,1,no change,external,4,0,49,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,chevrolet,urban,third party,no,no
197,collision,monday,3,oct,400,more than 30,2 to 4,no change,external,14,0,37,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,third party,no,no
198,collision,thursday,2,sep,400,more than 30,2 to 4,no change,external,1,0,36,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
199,all perils,friday,2,mar,400,more than 30,2 to 4,no change,external,4,0,52,female,41 to 50,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
200,all perils,monday,2,jan,400,more than 30,none,no change,external,16,0,29,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,pontiac,urban,third party,no,no
201,collision,monday,1,jan,400,more than 30,none,no change,external,10,0,38,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
202,collision,tuesday,1,jan,400,more than 30,1,no change,external,2,0,34,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
203,collision,friday,2,jan,400,more than 30,2 to 4,no change,external,14,0,39,male,16 to 17,1 vehicle,<= 1 year,sedan,more than 69000,honda,rural,policy holder,no,no
204,liability,tuesday,1,sep,400,more than 30,none,no change,external,6,0,41,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,honda,rural,policy holder,no,no
205,all perils,tuesday,3,jan,500,more than 30,2 to 4,2 to 3 years,external,16,1,41,male,36 to 40,1 vehicle,7 years,sedan,less than 20000,pontiac,urban,third party,no,no
206,collision,tuesday,1,may,400,more than 30,1,no change,external,15,0,64,male,51 to 65,3 to 4,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
207,collision,monday,2,jan,400,more than 30,2 to 4,no change,external,11,1,27,male,31 to 35,1 vehicle,4 years,sedan,more than 69000,pontiac,urban,policy holder,no,no
208,collision,monday,1,oct,400,more than 30,2 to 4,no change,external,5,0,25,male,26 to 30,1 vehicle,5 years,sedan,more than 69000,mazda,urban,policy holder,no,no
209,collision,tuesday,2,oct,400,more than 30,1,no change,external,5,0,21,male,26 to 30,1 vehicle,5 years,sedan,20000 to 29000,toyota,urban,third party,no,no
210,all perils,wednesday,3,mar,400,more than 30,none,no change,external,16,0,31,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,pontiac,rural,third party,no,no
211,collision,monday,3,apr,400,more than 30,none,4 to 8 years,external,3,0,39,male,36 to 40,2 vehicles,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
212,all perils,monday,5,feb,400,more than 30,none,no change,external,1,0,37,female,36 to 40,1 vehicle,5 years,sedan,less than 20000,honda,rural,third party,no,no
213,collision,tuesday,3,feb,400,more than 30,more than 4,no change,external,11,0,41,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,acura,urban,policy holder,no,no
214,all perils,wednesday,3,aug,400,more than 30,none,no change,external,16,0,37,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
215,collision,monday,4,jun,400,more than 30,2 to 4,no change,external,7,0,28,male,31 to 35,1 vehicle,7 years,sedan,30000 to 39000,mazda,rural,policy holder,no,no
216,collision,monday,2,sep,400,more than 30,none,no change,external,12,0,57,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
217,collision,tuesday,3,jun,400,more than 30,none,no change,external,9,0,61,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,yes
218,liability,tuesday,5,jan,700,more than 30,more than 4,no change,external,3,0,69,male,over 65,1 vehicle,> 7 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
219,collision,thursday,2,feb,400,more than 30,1,no change,external,11,0,67,male,over 65,1 vehicle,> 7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
220,all perils,monday,1,feb,400,more than 30,1,no change,external,1,0,52,male,41 to 50,1 vehicle,> 7 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
221,liability,thursday,1,sep,400,more than 30,2 to 4,no change,external,15,0,23,male,26 to 30,1 vehicle,6 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
222,liability,friday,4,jun,400,more than 30,more than 4,no change,external,2,0,38,male,36 to 40,1 vehicle,7 years,sport,less than 20000,pontiac,urban,policy holder,no,no
223,collision,wednesday,2,jan,400,more than 30,2 to 4,no change,external,13,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
224,liability,tuesday,2,jan,400,more than 30,more than 4,no change,external,9,0,26,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
225,all perils,tuesday,2,jan,400,more than 30,2 to 4,no change,external,4,0,57,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
226,liability,monday,3,nov,400,more than 30,2 to 4,no change,external,2,0,29,male,31 to 35,1 vehicle,6 years,sport,more than 69000,pontiac,urban,policy holder,no,no
227,collision,wednesday,4,oct,400,more than 30,none,no change,external,5,0,26,male,31 to 35,more than 8,7 years,sedan,30000 to 39000,saab,urban,third party,no,no
228,collision,tuesday,5,oct,400,more than 30,2 to 4,no change,external,14,0,30,female,31 to 35,1 vehicle,6 years,sedan,more than 69000,vw,urban,policy holder,no,no
229,collision,wednesday,1,jan,400,more than 30,1,no change,external,1,1,41,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,no
230,liability,thursday,4,oct,400,more than 30,more than 4,no change,external,14,0,65,male,51 to 65,1 vehicle,7 years,sport,more than 69000,pontiac,urban,policy holder,no,no
231,collision,thursday,4,jun,400,more than 30,none,no change,external,13,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
232,all perils,friday,2,apr,400,more than 30,2 to 4,4 to 8 years,external,10,0,44,male,36 to 40,2 vehicles,6 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
233,collision,monday,1,jan,400,more than 30,2 to 4,no change,external,12,1,26,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
234,collision,tuesday,1,apr,400,more than 30,none,no change,external,5,0,32,male,31 to 35,1 vehicle,6 years,sedan,more than 69000,vw,urban,third party,no,no
235,all perils,friday,4,mar,400,more than 30,none,no change,external,16,0,29,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,mercury,urban,policy holder,no,no
236,all perils,tuesday,2,jan,400,more than 30,none,no change,external,16,1,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
237,collision,thursday,1,mar,400,more than 30,2 to 4,no change,external,3,0,37,female,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,rural,policy holder,yes,no
238,liability,friday,1,mar,400,more than 30,1,no change,external,11,0,33,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
239,all perils,friday,4,jan,400,more than 30,none,no change,external,7,0,54,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
240,liability,tuesday,3,jan,400,more than 30,more than 4,no change,external,5,0,26,male,31 to 35,1 vehicle,7 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
241,liability,tuesday,3,jan,400,more than 30,2 to 4,no change,external,16,0,32,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
242,liability,monday,3,jan,400,more than 30,2 to 4,under 6 months,external,1,0,25,female,26 to 30,1 vehicle,4 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
243,liability,wednesday,3,jan,400,more than 30,more than 4,no change,external,12,0,23,female,26 to 30,1 vehicle,5 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
244,collision,thursday,3,mar,400,more than 30,none,no change,external,7,0,39,male,16 to 17,1 vehicle,<= 1 year,sedan,more than 69000,honda,urban,policy holder,no,no
245,collision,monday,4,mar,400,more than 30,1,no change,external,9,0,31,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,pontiac,urban,third party,no,no
246,collision,tuesday,1,jan,400,more than 30,none,no change,external,3,0,39,male,16 to 17,1 vehicle,<= 1 year,sedan,more than 69000,honda,urban,third party,no,no
247,all perils,tuesday,5,feb,400,more than 30,1,no change,external,14,0,42,male,36 to 40,3 to 4,7 years,sedan,less than 20000,ford,urban,policy holder,no,no
248,liability,friday,3,feb,400,more than 30,2 to 4,no change,external,11,0,42,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,acura,rural,policy holder,no,no
249,collision,monday,3,feb,700,more than 30,1,no change,external,16,0,32,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
250,collision,thursday,2,feb,400,more than 30,2 to 4,no change,external,1,0,51,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,acura,urban,policy holder,no,no
251,collision,tuesday,3,jan,400,more than 30,2 to 4,no change,external,12,0,19,male,21 to 25,1 vehicle,3 years,sport,more than 69000,honda,urban,third party,no,no
252,all perils,tuesday,4,jan,400,more than 30,2 to 4,no change,external,10,0,26,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
253,collision,monday,4,jan,400,more than 30,1,4 to 8 years,external,3,0,29,male,31 to 35,2 vehicles,5 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
254,liability,thursday,3,jan,400,more than 30,2 to 4,no change,external,15,0,29,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
255,collision,tuesday,1,jan,400,more than 30,2 to 4,no change,external,12,0,29,male,31 to 35,1 vehicle,7 years,sport,more than 69000,mazda,urban,third party,no,no
256,liability,monday,1,jan,500,more than 30,1,2 to 3 years,external,9,0,44,male,36 to 40,1 vehicle,> 7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
257,collision,wednesday,1,jan,400,more than 30,1,no change,external,5,0,49,male,41 to 50,1 vehicle,> 7 years,sedan,more than 69000,vw,urban,policy holder,no,no
258,collision,tuesday,1,jan,400,more than 30,2 to 4,no change,external,12,0,47,female,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
259,collision,thursday,3,aug,400,more than 30,1,no change,external,16,0,50,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
260,liability,tuesday,5,jun,400,more than 30,2 to 4,no change,external,10,0,50,male,41 to 50,1 vehicle,> 7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
261,collision,friday,1,jun,400,more than 30,none,no change,external,9,0,44,male,36 to 40,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
262,all perils,monday,2,may,400,more than 30,none,no change,external,1,0,42,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,acura,urban,third party,no,no
263,collision,friday,5,apr,400,more than 30,1,no change,external,3,0,49,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
264,collision,tuesday,1,apr,400,more than 30,2 to 4,no change,external,7,0,34,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,third party,no,no
265,liability,monday,5,aug,400,more than 30,1,no change,external,16,0,51,female,41 to 50,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
266,collision,monday,1,jan,400,more than 30,1,no change,external,5,0,26,male,31 to 35,1 vehicle,5 years,sedan,more than 69000,vw,urban,third party,no,no
267,liability,friday,2,feb,400,more than 30,2 to 4,no change,external,4,0,39,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
268,all perils,tuesday,2,feb,400,more than 30,1,no change,external,3,0,30,female,31 to 35,1 vehicle,6 years,sedan,more than 69000,chevrolet,urban,third party,no,no
269,all perils,monday,3,feb,400,more than 30,1,no change,external,5,0,39,male,16 to 17,1 vehicle,<= 1 year,sedan,more than 69000,honda,urban,policy holder,no,no
270,liability,monday,2,feb,400,more than 30,1,no change,external,9,0,47,male,41 to 50,1 vehicle,> 7 years,sport,20000 to 29000,honda,urban,policy holder,no,no
271,liability,wednesday,2,jan,400,more than 30,2 to 4,no change,external,2,0,33,female,31 to 35,1 vehicle,3 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
272,collision,monday,2,jan,400,more than 30,none,no change,external,6,0,31,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
273,collision,monday,2,jan,400,more than 30,none,no change,external,7,0,50,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,rural,policy holder,no,no
